Gid, Id, LAT,LON,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
T1315,1315,37.663911,61.660070,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006
T1316,1316,-17.977337,35.703330,0.510663,0.507128,0.504775,0.503305,0.502575,0.498170,0.496521,0.493380,0.491060,0.487322,0.478772,0.477400,0.475846,0.475846,0.475846
T1317,1317,-17.489003,35.239720,0.0732086,0.0731358,0.0729506,0.0726852,0.0723210,0.0717840,0.0714309,0.0707222,0.0705518,0.0698642,0.0680877,0.0676988,0.0676519,0.0676506,0.0676506
T1318,1318,-17.327051,35.584170,0.463040,0.462412,0.459472,0.454611,0.450338,0.438232,0.434149,0.427962,0.423062,0.421509,0.400896,0.397084,0.393554,0.393553,0.393553
T1319,1319,-17.896226,35.832780,0.798378,0.796470,0.795890,0.795252,0.794664,0.792398,0.790500,0.788127,0.786757,0.783975,0.781619,0.780154,0.779472,0.779472,0.779472
T1320,1320,-17.319831,35.154720,0.168422,0.168319,0.167989,0.167574,0.162612,0.159873,0.158847,0.158131,0.157164,0.155240,0.153660,0.151059,0.149601,0.149601,0.149601
T1321,1321,-17.138440,35.315560,0.424294,0.424027,0.422683,0.421383,0.414167,0.411109,0.406788,0.403500,0.401105,0.399517,0.388180,0.386815,0.385556,0.385554,0.385554
T1322,1322,-17.090940,35.732220,0.682977,0.681432,0.674514,0.669953,0.658154,0.632968,0.625998,0.621588,0.610738,0.609642,0.596563,0.590411,0.583244,0.583244,0.583244
T1323,1323,-17.216781,35.783330,0.595506,0.593798,0.587428,0.582772,0.573542,0.550711,0.538207,0.529028,0.515515,0.514114,0.497889,0.493060,0.483427,0.483426,0.483426
T1324,1324,-17.367052,35.349170,0.438111,0.437589,0.436399,0.434490,0.430928,0.427717,0.425700,0.421362,0.419996,0.418111,0.411000,0.408937,0.407049,0.407049,0.407049
T1325,1325,-17.445392,35.659720,0.597312,0.596068,0.591694,0.585273,0.579104,0.564799,0.558788,0.549283,0.542190,0.539765,0.522122,0.517960,0.511728,0.511727,0.511727
T1326,1326,-17.420672,35.065830,0.0500815,0.0500593,0.0498840,0.0497000,0.0477296,0.0463654,0.0458963,0.0457111,0.0455111,0.0451123,0.0446667,0.0424741,0.0423407,0.0423407,0.0423407
T1327,1327,43.422934,59.652320,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005,6.66667e-005
T1328,1328,38.478992,57.033450,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988,0.000820988
T1329,1329,15.498707,38.904170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1330,1330,15.509577,38.820260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1331,1331,15.501307,38.859130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1332,1332,15.460127,38.813920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1333,1333,13.536473,-16.224440,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728,0.000161728
T1334,1334,13.416752,-15.283330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1335,1335,13.533413,-14.666670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1336,1336,13.333411,-15.916670,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006,2.46914e-006
T1337,1337,13.416752,-15.616670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1338,1338,13.205911,-16.305560,0.0102099,0.0102099,0.0101704,0.0101691,0.0101691,0.0101691,0.0101679,0.0101136,0.00995062,0.00994815,0.00993457,0.00993457,0.00991358,0.00991358,0.00991358
T1339,1339,13.180360,-16.495000,0.0213210,0.0212679,0.0212062,0.0212037,0.0210247,0.0210198,0.0210025,0.0208877,0.0199136,0.0198975,0.0198975,0.0198185,0.0197815,0.0197815,0.0197815
T1340,1340,13.483413,-15.966670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1341,1341,13.521473,-16.006940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1342,1342,13.566753,-15.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1343,1343,13.250081,-15.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1344,1344,13.500083,-15.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1345,1345,13.250081,-15.883330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1346,1346,13.533413,-16.280560,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667
T1347,1347,13.400082,-16.455560,0.00802840,0.00802840,0.00802716,0.00802593,0.00800617,0.00800617,0.00800617,0.00796420,0.00796420,0.00796420,0.00796420,0.00796420,0.00796420,0.00796420,0.00796420
T1348,1348,13.566753,-15.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1349,1349,13.616753,-15.183330,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006
T1350,1350,13.507303,-16.067220,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006
T1351,1351,13.550083,-15.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1352,1352,13.507023,-16.082220,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005,2.22222e-005
T1353,1353,13.400082,-15.766670,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006
T1354,1354,13.233411,-15.816670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1355,1355,13.490363,-16.464440,0.00569506,0.00569506,0.00569383,0.00569259,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407,0.00567407
T1356,1356,13.583413,-14.783330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1357,1357,13.522863,-16.027780,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006
T1358,1358,13.383412,-15.400000,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006,1.23457e-006
T1359,1359,13.353972,-16.070000,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704,0.000303704
T1360,1360,13.433412,-15.583330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1361,1361,13.499523,-16.266670,0.000337037,0.000337037,0.000337037,0.000337037,0.000295062,0.000295062,0.000295062,0.000295062,0.000243210,0.000243210,0.000243210,0.000243210,0.000243210,0.000243210,0.000243210
T1362,1362,13.700084,-15.333330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1363,1363,13.550083,-14.483330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1364,1364,13.533413,-15.916670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1365,1365,13.530643,-16.136390,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173,0.000106173
T1366,1366,5.8153635,-0.26166000,0.339673,0.338249,0.336594,0.335140,0.334904,0.333506,0.331746,0.329153,0.325431,0.323090,0.322558,0.320786,0.319277,0.319277,0.319277
T1367,1367,-24.500179,44.816670,0.000118519,0.000118519,0.000118519,0.000118519,0.000118519,0.000103704,0.000103704,0.000103704,0.000103704,0.000103704,0.000103704,0.000103704,0.000103704,0.000103704,0.000103704
T1368,1368,-24.466849,44.966670,9.01235e-005,9.01235e-005,9.01235e-005,9.01235e-005,9.01235e-005,9.01235e-005,7.16049e-005,7.16049e-005,7.16049e-005,7.16049e-005,7.16049e-005,7.16049e-005,7.16049e-005,7.16049e-005,7.16049e-005
T1369,1369,-25.033515,44.066670,0.00161852,0.00161852,0.00161852,0.00161852,0.00161852,0.00161728,0.00161728,0.00161728,0.00161728,0.00161728,0.00161728,0.00161728,0.00161605,0.00161605,0.00161605
T1370,1370,-25.100186,44.616670,0.00157654,0.00157654,0.00157654,0.00157654,0.00157654,0.00157407,0.00157407,0.00154815,0.00154815,0.00154444,0.00153210,0.00153086,0.00153086,0.00153086,0.00153086
T1371,1371,13.922186,-6.0486000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
