Gid, Id, LAT,LON,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
T1365,1365,13.530643,-16.136390,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
T1366,1366,5.8153635,-0.26166000,1.64601e+008,1.64040e+008,1.63190e+008,1.61971e+008,1.61855e+008,1.61307e+008,1.59998e+008,1.59117e+008,1.56841e+008,1.55848e+008,1.55686e+008,1.54874e+008,1.54273e+008,1.54273e+008,1.54273e+008
T1367,1367,-24.500179,44.816670,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0,47700.0
T1368,1368,-24.466849,44.966670,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0
T1369,1369,-25.033515,44.066670,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.,592200.
T1370,1370,-25.100186,44.616670,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.,295200.
T1371,1371,13.922186,-6.0486000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1372,1372,14.066087,-5.9549000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1373,1373,13.930576,-5.9787800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1374,1374,12.589246,-7.9896700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1375,1375,14.732892,-6.1219000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1376,1376,14.995653,-7.6683600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1377,1377,12.291054,4.3289300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T1378,1378,0.064440366,32.446940,1.12321e+008,1.12109e+008,1.11974e+008,1.11748e+008,1.11386e+008,1.11047e+008,1.09809e+008,1.09137e+008,1.08916e+008,1.08418e+008,1.07927e+008,1.06944e+008,1.06843e+008,1.06843e+008,1.06843e+008
T1379,1379,7.4000430,36.233330,5.80084e+008,5.79515e+008,5.79123e+008,5.78397e+008,5.78044e+008,5.77638e+008,5.77304e+008,5.75770e+008,5.75456e+008,5.73804e+008,5.73080e+008,5.72392e+008,5.70827e+008,5.70827e+008,5.70827e+008
