"","X","pre_average_NTL","pre_average_LTDR","pre_max_LTDR","pre_min_temp","pre_max_temp","pre_average_temp","pre_max_precip","pre_min_precip","pre_average_precip","post_implementation_time","year","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","treatment","latitude","longitude","total_disbursements","MultiFocal","cover_outcome","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","preFrag_avg","mean_patch_size2014","pred_trt"
"105",162,0.152978648412755,2302.20086263033,6095.18849283867,24.8875,30.6608333333333,28.0738888888889,280.003333333333,0,66.0547916666667,3,2011,2103.80078125,742.027526855469,25.7514510779,0.41225618124,243.361016949,63.9037818908691,1,8.52953688496,1,13.4334121762815,-15.58333,4341391.21855,0,0.0104218362282878,226.85,0,63.8958333333333,30.375,25.775,28.3916666666667,0.112505058681,2435.56152344,0,0,-57708.7539117459
"106",166,0.043612331907551,2038.34141031867,5691.836132813,24.2283333333333,28.4383333333333,26.7633333333333,310.916666666667,0,69.5451388888889,3,2011,2334.89819335938,1281.52783203125,19.6592769087,0.356002748013,235.361845052,66.0958480834961,0,8.07816883759,1,13.4995226417369,-16.26667,4341391.21855,0,0.00894001754267593,234.95,0,65.525,28.75,25,27.0125,0.0161485668147,2127.19189453,14460,14700,-57708.7539117459
"107",169,0.02613935831801,2176.55378011067,5773.476171875,24.9722222222222,31.1088888888889,28.2775925925926,265.151111111111,0,61.8317592592593,3,2011,2357.33764648438,792.072387695312,28.1396769517,0.382330238819,281.850977199,64.5520248413086,1,3.86277038748,1,13.7000840596857,-15.33333,4341391.21855,0,0.0405797101449275,225.5,0,61.7694444444444,30.8666666666667,25.8666666666667,28.6027777777778,0,2251.56689453,0,0,-57708.7539117459
"108",180,0.0352879610436465,2344.448006184,6218.011116536,24.4208333333333,32.1125,28.2776388888889,267.621666666667,0,65.8228472222222,3,2011,1813.71667480469,575.972839355469,34.1827032626,0.44514772296,305.380700326,42.860897064209,0,6.98045470626,1,13.5500829983563,-14.48333,4341391.21855,0,0,217.875,0,59.44375,32.425,25.5,28.7666666666667,0.0181818181818,2440.78564453,0,0,-57708.7539117459
"109",157,0.0463993458340045,2103.24312744167,5744.39799804733,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,2011,1981.34106445312,1314.65490722656,20.008599254,0.379662871361,249.535229759,77.8017425537109,1,5.60006915845,1,13.5334128807143,-15.91667,4341391.21855,0,0,235.55,0,66.2625,28.95,25.35,27.5291666666667,0.0384148807117,2172.28808594,0,0,-57708.7539117459
"110",156,0.022819003947074,2049.23150227933,5679.773974609,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,2011,1924.28771972656,1230.64831542969,19.8451272502,0.374880731106,251.461036134,70.0627212524414,1,6.78293341397,1,13.5306428611719,-16.13639,4341391.21855,0,0.0132364810330912,235.55,0,66.2625,28.95,25.35,27.5291666666667,0,2121.8449707,12900,12900,-57708.7539117459
"111",190,10.8266954669307,2137.4344329825,6100.48095703083,24.0104166666667,27.78125,26.0234375,230.1875,13.0104166666667,96.8282986111111,9,2005,2464.33544921875,1710.45629882812,116.20192613,1.97315776348,58.6176105829,803.158813476562,0,23.8619099472,1,5.81536349116709,-0.26166,NA,0,0.087406332028214,221.05,20.25,104.379166666667,27.7,23.45,26.1916666666667,11.8011599006,2254.48925781,456637.833333333,482110,-57708.7539117459
"112",192,0.00235786792272368,2035.79256886448,5158.91340584517,19.848275862069,28.4448275862069,24.713433908046,193.521551724138,0.0758620689655172,50.5395114942529,4,2010,2662.4560546875,2495.68408203125,288.039402174,0.56875371933,240.68973384,15.9326820373535,0,4.26862274679,1,-24.5001791619844,44.81667,951121.123219,0,0.144151828553151,214.6,0,60.525,28.225,20.575,24.9958333333333,0,2317.18823242,23563.6363636364,25200,-57708.7539117459
"113",194,0,1951.96991177207,4893.41609981103,19.848275862069,28.4448275862069,24.713433908046,193.521551724138,0.0758620689655172,50.5395114942529,4,2010,2329.45385742188,2331.73657226562,312.288709834,0.574452340603,220.015969582,16.175630569458,0,2.82694724347,1,-24.4668487910428,44.96667,951121.123219,0,0.0369034406215316,214.6,0,60.525,28.225,20.575,24.9958333333333,0,2236.23999023,16868.1818181818,17400,-57708.7539117459
"114",193,0,1360.98095071783,3794.02488550621,19.8551724137931,28.1413793103448,24.3793103448276,139.534482758621,0,34.2456896551724,4,2010,3472.29760742188,2132.48803710938,85.9836560221,0.995212078094,267.606930693,15.605299949646,0,0.877941639689,1,-25.0335151854029,44.06667,951121.123219,0,0.00903761602344895,150.5,0,36.55,28.1,20.7,24.7,0,1470.12756348,69376.9909090909,69300,-57708.7539117459
"115",195,0,2372.22527444759,5539.08344558172,19.9057471264368,28.5310344827586,24.6951149425287,159.005747126437,0.0298850574712644,39.9336206896552,4,2010,2761.43530273438,2282.28881835938,117.929192674,0.728590190411,240.9875,16.2717399597168,0,5.92119395857,1,-25.1001859502019,44.61667,951121.123219,0,0.0548066019906766,173.566666666667,0,46.8611111111111,28.4666666666667,20.7333333333333,24.9944444444444,0,2507.69238281,77957.1454545455,79714.3,-57708.7539117459
"116",197,0.213002553515368,1778.6458150931,4353.45560008103,23.8396551724138,33.7543103448276,28.8027298850575,198.353448275862,0,44.7434626436782,4,2010,1738.619140625,2069.19921875,283.486930468,0.114666208625,100.032700848,39.8064842224121,0,0.502518909884,1,13.9221856404096,-6.0486,8487007.54401,0,0,157.8,0,38.14375,34.075,25.125,29.3125,0.232229402262,1825.59631348,0,0,-57708.7539117459
"117",198,0.226540528352316,1776.96187197034,4367.21758822724,23.8396551724138,33.7543103448276,28.8027298850575,198.353448275862,0,44.7434626436782,4,2010,1938.86804199219,2086.08129882812,281.385943152,0.11335028708,90.4077513121,41.1137084960938,0,0.624668461219,1,14.0660866705633,-5.9549,8487007.54401,0,0,157.8,0,38.14375,34.075,25.125,29.3125,0.263009277935,1806.60095215,0,0,-57708.7539117459
"118",202,0.166438735180526,1755.59060984621,4278.84978616621,23.8396551724138,33.7543103448276,28.8027298850575,198.353448275862,0,44.7434626436782,4,2010,1782.17407226562,1821.33154296875,282.931148558,0.115115977824,96.3845843422,43.702823638916,0,0.501133010919,1,13.9305757003418,-5.97878,8487007.54401,0,0,157.8,0,38.14375,34.075,25.125,29.3125,0.185905224787,1791.58337402,0,0,-57708.7539117459
"119",203,7.01489540233316,2201.81782900069,5861.4214877431,24.3612068965517,32.3206896551724,27.7600574712644,287.319827586207,0.0163793103448276,75.9942528735632,4,2010,2159.36499023438,2653.79345703125,388.698795181,1.58940970898,80.4860040568,179.5048828125,0,3.24910915992,1,12.5892463143757,-7.98967,8487007.54401,0,NA,327.25,0,59.01875,32.375,25.475,28.0270833333333,7.34010564811,2354.93188477,0,0,-57708.7539117459
"120",207,0.0278796806705463,1680.88570009448,4229.2088749331,23.5402298850575,34.351724137931,29.1248084291188,176.180459770115,0,36.9099616858238,4,2010,1655.80078125,3201.15063476562,277.365883807,0.135772451758,186.456119163,8.10248279571533,0,0.429372173523,1,14.73289150763,-6.1219,8487007.54401,0,0,157.766666666667,0,33.2666666666667,34.8,24.7,29.6,0.0442299959791,1748.58117676,0,0,-57708.7539117459
"121",201,0,1752.73400037034,4566.24707031207,22.8793103448276,35.3568965517241,29.5006465517241,165.874137931034,0,33.9012212643678,4,2010,2359.91552734375,2925.67700195312,273.443462171,0.235469460487,416.7335209,8.44104862213135,0,0.000855636262629,1,14.9956534434397,-7.66836,8487007.54401,0,NA,163.025,0,34.4895833333333,35.575,24.15,29.7041666666667,0,1827.93432617,0,0,-57708.7539117459
"122",215,1.54128988458913,1885.3732373052,4506.7931738284,24.3266666666667,33.516,28.5765555555556,212.721333333333,2.53466666666667,65.3847777777778,8,2006,2104.54345703125,2069.84838867188,230.982415982,0.545946955681,96.0836718115,157.834243774414,1,0.242135031399,1,12.2910542784357,4.32893,11618209.1973,0,NA,191.9,2.5,64.5361111111111,34.1,24.2333333333333,28.7305555555556,2.02525458248,2087.04638672,0,0,-57708.7539117459
"123",237,2.19707184070533,1964.60053798071,5703.1581159325,20.5660714285714,22.9607142857143,21.6526785714286,273.73125,39.5589285714286,128.193005952381,5,2009,1762.3544921875,8367.892578125,1151.64085106,0.950243711472,60.1918604651,405.997436523438,0,18.6884383324,1,0.0644403660401998,32.44694,7408191.343,1,0.0435714884358303,265.575,20.65,123.464583333333,23.725,21.05,22.0416666666667,3.39226289517,2038.83886719,685445.2,640983,-57708.7539117459
"124",246,0.0453556446271167,3149.82568359393,7744.47110421321,17.4214285714286,20.2196428571429,18.6977678571429,266.314285714286,30.25,142.139732142857,5,2009,2080.60522460938,5242.84326171875,1813.65623679,4.97989940643,509.76523888,90.5023345947266,1,61.8369714987,1,7.40004298373321,36.23333,9207323.5263,1,0.0107707456233435,211.4,21.2,124.425,20.05,18.4,19.15,0.0828865979381,3434.04199219,2975136,2906100,2540877.37353648
"125",256,0.0639655279960778,2968.54238455643,7687.69255719893,19.9883928571429,22.8392857142857,21.2613095238095,256.207142857143,41.5142857142857,145.00193452381,5,2009,2465.21264648438,2838.30004882812,1667.0874577,6.96905994415,495.938118812,99.3370742797852,2,54.9463445811,1,7.06671096667175,35.65,9207323.5263,1,0.0122681537854413,206.575,52.225,136.13125,22.95,20.825,21.675,0.0734020618557,3188.25561523,6276311,6338050,2540877.37353648
"126",245,0.0393332901948111,2300.21905953536,6688.65475027893,18.2008928571429,22.4839285714286,19.9099702380952,362.874107142857,7.05267857142857,133.39724702381,5,2009,1804.80029296875,2758.08349609375,2097.60558811,2.17032957077,278.169803601,155.185562133789,1,10.2104665315,1,10.7000636948107,37.06667,9207323.5263,1,0.0117517605633803,322.3,15.375,119.145833333333,22.525,18.625,20.0333333333333,0.0257668711656,2523.29638672,23550,23550,-57708.7539117459
"127",253,0.122498984954994,2489.26482282286,5933.62414550786,13.2955357142857,19.35625,16.3232142857143,295.4375,2.41964285714286,91.5492559523809,5,2009,2147.14770507812,4067.64208984375,1727.00869747,7.47423267365,361.130470348,136.924697875977,1,4.9433187358,1,9.99466913944716,39.89693,9207323.5263,1,0.0193242111142139,256.375,1.225,72.0041666666667,19.85,14.225,16.8458333333333,0.0872950819672,2582.48095703,69300,69218.2,-57708.7539117459
"128",248,0.0915862663730889,2840.85494559214,6939.96257672964,18.8678571428571,21.8357142857143,20.2214285714286,253.819642857143,6.42857142857143,113.505803571429,5,2009,1986.43212890625,10068.099609375,1970.78778271,5.62400531769,527.979406919,144.962768554688,0,18.4402823836,1,7.63337440274315,37.25,9207323.5263,1,0.0125212280802183,193.8,0,94.0791666666667,21.7,19.85,20.7,0.293195876289,2890.00268555,107565.4,106440,-57708.7539117459
"129",254,0.100328069357394,2578.1287493025,6599.31614467,13.7107142857143,17.3214285714286,15.3674851190476,260.080357142857,2.66785714285714,95.5572916666667,5,2009,1837.42456054688,5031.416015625,2160.18365415,2.47770094872,470.347701149,169.892547607422,0,8.54737912398,1,8.53421993992143,37.96515,9207323.5263,1,0.0158659824759509,196.125,0,71.575,17.6,14.575,15.84375,0.111111111111,2756.34594727,33107.62,33595.1,-57708.7539117459
"130",247,0.000932369127211111,2119.37258475214,6554.97998046857,15.2366071428571,19.7973214285714,17.080505952381,336.758928571429,4.94553571428571,116.277604166667,5,2009,1600.05908203125,3460.18872070312,2160.68520846,4.0284204483,233.530712531,134.382629394531,0,9.14430057149,1,10.5500627195176,37.48333,9207323.5263,1,0.00165546468893818,291.025,9.05,99.5395833333333,19.875,15.825,17.2604166666667,0,2310.78857422,51984,51984,-57708.7539117459
"131",267,5.94820467709684,1638.99999789507,4611.20544854483,-0.121551724137931,25.9568965517241,12.8823994252874,102.606896551724,0.0991379310344828,34.6934626436782,4,2010,2448.90625,3299.65380859375,1737.01092126,7.4593205452,174.4549534,152.152008056641,1,0.0153179949657,1,34.6635327667218,47.066,4526404.02347,1,0.00409836065573771,107.05,0,33.8895833333333,25.175,0.925,13.1416666666667,6.3929558011,1748.87158203,18000,18000,-57708.7539117459
"132",279,0.0276882333687056,770.695608956393,2825.08580671,NA,NA,NA,NA,NA,NA,5,2009,178708.21875,1112.8154296875,205.233205374,6.93763399124,820.798449612,188.488296508789,0,7.95383129868,1,-12.3731348371063,43.83833,1058313.049,1,0.0378116092401807,NA,NA,NA,NA,NA,NA,0.0121951219512,771.976623535,9794421,9762140,-5211300.8707268
"133",287,0.14396878039795,924.240456717321,3730.3282209125,NA,NA,NA,NA,NA,NA,5,2009,215322.03125,1121.50146484375,400.396353167,11.3627147675,926.033333333,696.503479003906,0,8.23044032525,1,-12.1884035815959,44.23556,1058313.049,1,0.00858604241298059,NA,NA,NA,NA,NA,NA,0.133089133089,917.794555664,18479130,18471000,-5211300.8707268
"134",278,0.355043758888667,1071.09942408936,4342.06269182536,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,161199,2293.89892578125,448.319331,6.87169075012,872.49847561,355.619506835938,0,12.9920307869,1,-11.4736787846424,43.36444,1058313.049,1,0.0385582425389495,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.245206038352,1116.07226562,1381252,1371670,-57708.7539117459
"135",283,0.456657454987333,1121.18584769107,4605.02658517036,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,161032.171875,2400.10546875,498.264509321,7.31290960312,885.060689655,355.619567871094,0,14.5463538469,1,-11.498678950857,43.3575,1058313.049,1,0.0365641264675544,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.33116089613,1161.41516113,1419633,1409990,-57708.7539117459
"136",277,0.429281895886111,1130.22934395929,4560.46697998071,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,161080.671875,2406.08325195312,503.45981046,7.37536382675,885.156077348,355.619567871094,0,14.4766863895,1,-11.5014589693469,43.3775,1058313.049,1,0.0369022886523653,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.308194048104,1172.34887695,1460378,1450030,-57708.7539117459
"137",284,0.369405585753444,1025.45904759046,4114.32696533214,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,160822.171875,1981.72094726562,745.358549223,10.1569356918,912.975308642,355.619567871094,0,19.797345203,1,-11.8550713326285,43.38194,1058313.049,1,0.0135171215364356,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.312983312983,1030.50134277,5012650,5082690,-57708.7539117459
"138",286,0.289426340801111,1000.44344002918,4020.00980922107,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,160833.8125,1996.78784179688,749.329246935,10.1866569519,914.573816156,355.619567871094,0,19.4767148995,1,-11.848131286026,43.41639,1058313.049,1,0.0132333487132243,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.250101832994,1003.25909424,4017250,4006520,-57708.7539117459
"139",289,0.0276657402550889,749.434387206964,2747.50212315143,NA,NA,NA,NA,NA,NA,5,2009,178863.78125,1134.85144042969,209.396226415,6.88508892059,822.68907563,188.488296508789,0,7.24282567885,1,-12.3642447765337,43.86778,1058313.049,1,0.0405485457022688,NA,NA,NA,NA,NA,NA,0.0121852152721,751.365356445,15654600,15607400,-5211300.8707268
"140",280,0.418325969870833,1115.75274658321,4557.91353062143,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,161081.078125,2327.12060546875,485.911055095,7.23353052139,879.740425532,355.619567871094,0,14.1095236578,1,-11.4936789176051,43.36833,1058313.049,1,0.0371344374170645,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.298817774154,1158.26879883,1457262,1447360,-57708.7539117459
"141",273,0.147265881317983,985.058149065393,4035.92899867464,NA,NA,NA,NA,NA,NA,5,2009,217030.828125,1426.84582519531,449.121905941,11.8748283386,939.884337349,696.503601074219,0,12.4180267779,1,-12.1956336306103,44.27667,1058313.049,1,0.0131811878008032,NA,NA,NA,NA,NA,NA,0.133143322476,969.664550781,22879580,22863800,-5211300.8707268
"142",281,0.185456223701656,969.433513096429,3815.81304059679,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,160947,2047.61022949219,770.470609982,10.3859386444,920.057017544,355.619598388672,0,18.5501486589,1,-11.8511813065058,43.43722,1058313.049,1,0.0133082212469572,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.167618270799,971.938415527,3654745,3697530,-57708.7539117459
"143",285,0.418336795220722,1074.80909293086,4305.28617640929,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,160896.25,1946.88720703125,705.86854173,9.60119819641,900.940606061,355.619567871094,0,21.742787774,1,-11.7900708964994,43.42556,1058313.049,1,0.0146517360151922,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.347046843177,1085.17321777,2349819,2338450,-57708.7539117459
"144",276,0.326119654277333,1031.03082929382,4233.02295793821,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,161240.5,2178.11499023438,414.193234672,6.55968475342,863.855241265,355.619537353516,0,11.8688300772,1,-11.4500686277717,43.33333,1058313.049,1,0.0399267268269617,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.216172287688,1083.17614746,1365750,1355330,-57708.7539117459
"145",275,0.407876540078222,1043.74145289839,4273.77265276214,22.8,27.275,25.2327380952381,381.203571428571,33.2428571428571,190.291964285714,5,2009,160813.125,1949.70385742188,735.236965241,10.0358076096,908.982758621,355.619567871094,0,20.4195154784,1,-11.8456312692406,43.36611,1058313.049,1,0.0140291962094107,419.6,44.7,188.425,27.3,23.1,25.5666666666667,0.342694342694,1049.1496582,5674269,5687700,-57708.7539117459
"146",291,0.170889295889131,2648.142756535,6591.23031851038,19.5846153846154,24.7589743589744,21.8559829059829,392.948717948718,0.88974358974359,121.975,7,2007,2235.31811523438,214.995666503906,904.552422723,2.7446038723,122.369885434,81.041145324707,0,19.2340352465,1,11.2167670829537,-12.2,7528500.75285,0,0.0364761748050787,401.833333333333,1.5,111.822222222222,25.0666666666667,20.8333333333333,22.35,0.253154253154,3003.21557617,130763.375,126907,-57708.7539117459
"147",290,0,3059.10053898692,7064.28938176077,23.9740384615385,28.3125,25.8834134615385,543.601923076923,0.426923076923077,157.235977564103,7,2007,1917.25183105469,346.485107421875,306.658319363,3.34011745453,136.059016393,40.2388076782227,0,27.9084947464,1,10.4900623304178,-13,7528500.75285,0,0.0605234471919486,476.15,0.575,116.335416666667,28.35,24.7,26.4458333333333,0,3493.38330078,309565,307422,-57708.7539117459
"148",295,0.01993865030675,2700.64786470885,6746.51671424308,20.8384615384615,25.925,22.8467948717949,397.265384615385,0.475,125.154326923077,7,2007,2226.29028320312,474.472900390625,837.615424864,3.25685715675,183.558101473,39.2614517211914,0,23.0848120572,1,10.7333939120188,-12.06667,7528500.75285,0,0.0604160880318481,412.4,0,112.55,25.9,21.95,23.3333333333333,0.0347648261759,3092.24243164,176054,168251,-57708.7539117459
"149",293,0.003360488798375,3050.77600097654,7016.35302734346,23.5105769230769,28.1125,25.4791666666667,467.575961538462,0.577884615384615,144.166907051282,7,2007,1975.68994140625,492.569519042969,496.060906812,5.74003362656,217.666530278,38.9954261779785,0,34.4671795085,1,11.0667660947111,-13,7528500.75285,0,0.0750919300611957,423.65,1.275,116.489583333333,28.225,24.475,26.04375,0,3398.96386719,1130940,1109950,-57708.7539117459
"150",296,0.116999592335937,2812.78765399731,6699.63966721731,25.0221153846154,29.15,26.8923878205128,627.832692307692,0.00480769230769231,179.995352564103,7,2007,1750.26037597656,884.429626464844,118.769230769,2.46259379387,273.918576105,34.1769828796387,0,23.2655196934,1,11.0333958753839,-14.2,7528500.75285,0,0.0318323337564331,592.225,0,148.635416666667,28.925,25.85,27.4125,0.173257236038,3205.86376953,168802.25,167491,-57708.7539117459
"151",292,0.119738455251319,2842.97901329654,6852.68917142423,22.0442307692308,26.8615384615385,23.9772435897436,397.874038461538,0.476923076923077,126.614423076923,7,2007,2061.3515625,456.704925537109,795.872020075,3.99312782288,172.020433183,36.5648994445801,0,32.3208746237,1,10.5335326122629,-12.14916,7528500.75285,0,0.0678476570918617,386.325,0,106.110416666667,26.825,23.025,24.4604166666667,0.171638741316,3233.54394531,1267748.75,1248650,-57708.7539117459
"152",297,0.00165343915343813,3102.39738581769,7042.25255408538,23.5105769230769,28.1125,25.4791666666667,467.575961538462,0.577884615384615,144.166907051282,7,2007,2075.24194335938,718.436950683594,447.377884515,5.51777887344,258.578559738,31.190071105957,0,34.8705497204,1,11.1333665330136,-13.0833,7528500.75285,0,0.0709058600892982,423.65,1.275,116.489583333333,28.225,24.475,26.04375,0,3435.4387207,1454703.75,1438560,-57708.7539117459
"153",302,0.0236451942740313,2829.06303523115,6820.61076472385,22.0442307692308,26.8615384615385,23.9772435897436,397.874038461538,0.476923076923077,126.614423076923,7,2007,2114.92700195312,326.90380859375,830.326316892,4.2625079155,184.160933661,38.3962631225586,0,31.516463815,1,10.6167631527471,-12.18333,7528500.75285,0,0.0762431810479074,386.325,0,106.110416666667,26.825,23.025,24.4604166666667,0.0453987730061,3199.99389648,797461.375,789548,-57708.7539117459
"154",301,0,2849.35741248538,6736.69181941115,22.4435897435897,28.9628205128205,25.1386752136752,399.384615384615,0.634615384615385,122.30641025641,7,2007,2178.00561523438,433.957916259766,728.341493906,4.6936249733,219.370612245,37.3177185058594,0,19.673573459,1,11.8000709635454,-12.2167,7528500.75285,0,0.0457690444347934,382.733333333333,1.03333333333333,117.688888888889,29.5,23.8333333333333,25.6833333333333,0,3251.78686523,104501.5,103978,-57708.7539117459
"155",299,0.00096505485575,2737.57756159885,6834.29216120808,22.1519230769231,28.0076923076923,24.6073717948718,377.694230769231,0.890384615384615,114.234855769231,7,2007,1929.25366210938,1002.09527587891,688.176268003,4.07806968689,242.380932897,26.4080905914307,0,19.5091229711,1,11.4333985170717,-11.35,7528500.75285,0,0.00564033029014619,381.125,1.55,111.397916666667,28.4,23.375,24.9875,0,3045.6003418,29953,29953,-57708.7539117459
"156",300,0,2883.28315617385,6808.22772686346,23.4192307692308,30.0701923076923,26.142467948718,399.825,0.315384615384615,123.595833333333,7,2007,2434.2763671875,509.821685791016,772.162015827,5.61533641815,240.706122449,28.6164569854736,0,21.5880688851,1,11.9000716350227,-12.3,7528500.75285,0,0.0559488151775844,371.325,0.6,117.095833333333,30.475,24.8,26.7583333333333,0,3273.95092773,138602.25,138004,-57708.7539117459
"157",326,0.0893194925028606,1772.42158564815,4996.37286602926,22.5055555555556,26.9888888888889,24.8300925925926,248.753703703704,12.1074074074074,79.5839506172839,6,2008,3040.140625,1513.23486328125,347.047673314,7.43429422379,373.517062315,50.0334777832031,1,39.5229545394,1,20.0730148269064,-74.49569,3584596.47685,0,0.0151083053765083,230,6.6,61.3083333333333,26.6,22.6,24.7416666666667,0.0901960784314,1975.54052734,2651241.11111111,2551750,98662106.503639
"158",327,0.3342214934755,2040.31443051926,5253.7199797463,21.7777777777778,27.4685185185185,25.1029320987654,275.487037037037,9.32222222222222,107.704938271605,6,2008,2966.42309570312,1245.63671875,15.0807409997,0.309584081173,143.15521978,28.5234756469727,1,22.5188346256,1,21.9655926459419,-84.1472700000001,3584596.47685,0,0.023555018545104,270.9,0,106.45,27.4,21.75,25.2333333333333,0.27022841657,2174.44189453,368630.333333333,350408,98662106.503639
"159",333,0.0738567695586689,2382.72058105448,7657.32445447138,11.964367816092,26.1298850574713,20.297030651341,341.777011494253,5.85862068965517,123.444252873563,4,2010,2292.86303710938,2711.59594726562,496.537344398,6.52174091339,215.591402014,43.269359588623,0,69.1524073332,1,22.266825628537,106.08333,685818.315172,1,0.012582442051106,365.933333333333,11.1666666666667,128.655555555556,25.8,12.9333333333333,20.525,0.146842309182,2288.97241211,8235199.09090909,7578530,10802200.355092
"160",345,0.404610916883339,1800.44999476821,4075.87421526143,5.17857142857143,22.2919642857143,13.6972470238095,78.78125,1.16517857142857,30.0278273809524,5,2009,2249.27783203125,2555.37744140625,1627.0815746,11.7819013596,178.116020115,58.5975189208984,1,0.744752924707,1,30.876414246908,-8.14889,965595.30109,0,0.000184586986617443,80.875,3.4,30.55,21.05,7.525,14.1166666666667,0.514705882353,1866.16101074,25992.87,25960.7,-57708.7539117459
"161",346,0.0242435376536606,1393.37512642893,3136.69941929464,2.77946428571429,22.8214285714286,12.3248511904762,71.5669642857143,1.52410714285714,28.3348214285714,5,2009,2606.49145507812,3648.8876953125,2351.00828402,11.5961170197,265.53361793,43.0396766662598,1,0.55361945361,1,31.6388867322918,-6.48614,965595.30109,0,0.00224159402241594,92.3,3.4,30.4583333333333,22.175,5.025,12.8520833333333,0.0107066381156,1560.39953613,33993.52,33988.2,-57708.7539117459
"162",356,0.00684951618768611,2122.36403546964,6789.63094656857,19.1982142857143,21.5419642857143,20.2892857142857,166.958035714286,5.52678571428571,75.9433035714286,5,2009,2309.87231445312,4110.76025390625,1499.4168439,5.34813499451,224.302325581,188.884399414062,0,23.5987040134,1,-0.850004829687597,30.53333,965595.30109,0,0.0153809272021724,168.575,0,85.6583333333333,22.4,19.75,20.7416666666667,0.0207555002076,2300.11132812,240795.2,230725,-57708.7539117459
"163",347,0.0916435896239,3112.1303885325,7406.68153599357,22.0196428571429,25.0964285714286,23.4150297619048,202.920535714286,24.1044642857143,102.798883928571,5,2009,2203.06396484375,2073.29150390625,1080.00861244,0.833613038063,97.4941763727,295.184967041016,0,35.3493128087,1,0.841674782329254,33.04861,965595.30109,0,0.00682235238684484,210.475,22.925,102.85,26.125,22.675,24.0604166666667,0.123185400249,3251.53857422,654012.7,650250,-57708.7539117459
"164",348,0,3127.83566720179,7186.83646065786,21.8380952380952,24.7761904761905,23.1460317460317,195.134523809524,19.8809523809524,97.3974206349206,5,2009,2013.84875488281,2544.49584960938,1066.5235513,0.664515972137,181.99667912,39.650447845459,0,35.6910469904,1,1.16667663072379,32.68333,965595.30109,0,0.0435106428398617,194.933333333333,18.0333333333333,94.5555555555556,25.9666666666667,22.5333333333333,23.8222222222222,0,3468.58300781,999254.3,980526,-57708.7539117459
"165",403,1.57034126309818,917.780860537429,3677.16798037524,NA,NA,NA,NA,NA,NA,12,2002,16055908,842.952758789062,19.7381473377,0.514597594738,4638.63276836,222.520401000977,0,0,1,-21.1661249311039,-175.11173,1756880,1,NA,NA,NA,NA,NA,NA,NA,1.32593457944,956.690551758,0,0,98662106.503639
"166",400,1.61261133889455,890.718546549524,3596.17067754762,NA,NA,NA,NA,NA,NA,12,2002,16056372,842.952758789062,18.4228284279,0.42851805687,4644.29461756,248.443511962891,0,0,1,-21.1777450412103,-175.23291,1756880,1,NA,NA,NA,NA,NA,NA,NA,1.33825816485,938.781860352,0,0,98662106.503639
"167",401,1.61701222753818,924.830633254191,3751.0249139681,NA,NA,NA,NA,NA,NA,12,2002,16056372,842.952758789062,18.445,0.430069327354,4643.70422535,249.304351806641,0,0,1,-21.1690949592409,-175.17961,1756880,1,NA,NA,NA,NA,NA,NA,NA,1.34191033138,978.908752441,0,0,98662106.503639
"168",404,1.61449449732909,889.869800385952,3571.21719215,NA,NA,NA,NA,NA,NA,12,2002,16056372,842.952758789062,18.4228284279,0.42851805687,4644.29461756,248.443511962891,0,0,1,-21.1719249860551,-175.23502,1756880,1,NA,NA,NA,NA,NA,NA,NA,1.339820942,935.53692627,0,0,98662106.503639
