"","carbonTonnes","LAT","LON"
"235",224792.154578585,-0.3337919,31.73409
"236",225118.600093604,0.064440366,32.44694
"237",225446.32531488,0.43902249,33.20317
"238",6994.95252292986,-1.0000057,33
"239",225247.838312286,0.3162818,32.58219
"240",22666.352593807,-1.5000085,33.8
"241",86377.4199676132,11.333398,36.75
"242",86256.6204332042,10.550063,37.48333
"243",87248.6147112644,11.750071,39.667
"244",86647.3087735363,11.66677,37.3333
"245",84476.2848279237,7.066711,35.65
"246",84746.2934985891,7.400043,36.23333
"247",85499.8698193239,8.5342199,37.96515
"248",86530.0572231685,9.9946691,39.89693
"249",84677.2304057184,7.0000406,37
"250",84357.4367988645,7.3333726,35.16667
"251",86109.2732852727,10.700064,37.06667
"252",87701.3968978084,14.000086,38.41667
"253",87516.546632587,12.666747,39.75
"254",86180.0585316646,9.3333549,39.5
"255",20525.3236129395,13.500083,39
"256",84980.569990268,7.6333744,37.25
"257",44969.7685913876,12.250074,36.33333
"258",7122.34338344605,18.31293,-4.83398
"259",98141.1564399044,7.1881417,21.09375
"260",1859.5321900438,-27.11802,22.28027
"261",52278.5204333755,48.69181,9.14062
"262",59651.6238256186,22.207905,76.97021
"263",134115.662597113,29.840888,89.29688
"264",125656.080463096,34.663533,47.066
"265",125522.407076172,34.314496,47.065
"266",120378.321429859,22.000153,89
"267",120760.923790946,23.000163,89
"268",95496.4882428175,12.500076,92.83333
"269",244209.452195465,11.833821,92.65354
"270",96198.6322634282,-12.321294,43.72662
"271",96423.3341841145,-11.498679,43.3575
"272",96373.6684429479,-12.188404,44.23556
"273",96328.3478992732,-11.790071,43.42556
"274",96292.7124509855,-11.845631,43.36611
"275",96435.9416771789,-11.450069,43.33333
"276",96307.4185946699,-11.819241,43.38417
"277",96205.962178987,-12.373135,43.83833
"278",96380.9329414815,-12.195634,44.27667
"279",96307.9048934917,-11.851181,43.43722
"280",96434.4984620572,-11.473679,43.36444
"281",96427.1505172369,-11.501459,43.3775
"282",96427.8884438955,-11.493679,43.36833
"283",96292.848293746,-11.855071,43.38194
"284",96304.0767425001,-11.848131,43.41639
"285",96394.3498506649,-12.250074,44.41667
"286",NA,-12.364245,43.86778
"287",218136.185986269,11.066766,-13
"288",91309.9785380359,10.533533,-12.14916
"289",91406.4053665565,10.733394,-12.06667
"290",217915.566705445,10.490062,-13
"291",91558.8880981323,11.216767,-12.2
"292",217718.305784738,10.750064,-14.21667
"293",217830.919503129,11.033396,-14.2
"294",91311.3000959058,11.133367,-13.0833
"295",91591.4317361145,11.216737,-12.06667
"296",91796.360669426,11.900072,-12.3
"297",89882.0687071557,11.800071,-12.2167
"298",91849.3775631519,11.433399,-11.35
"299",91333.2501754027,10.616763,-12.18333
"300",258315.119226531,6.9240401,158.162
"301",252792.531962767,7.5030436,134.621
"302",169962.890751927,-21.234866,-159.775
"303",NA,-18.057487,-163.20994
"304",NA,-11.550069,-165.41667
"305",NA,-10.425062,-161.00417
"306",NA,-10.883395,-165.81667
"307",NA,-13.250081,-163.08333
"308",207323.001472476,-19.816803,-157.71667
"309",NA,-19.815963,-158.28417
"310",170868.035677125,-18.858454,-159.79167
"311",NA,-9.0083829,-157.95833
"312",169955.075492208,-21.248566,-159.78516
"313",NA,-20.158466,-157.34167
"314",173929.522055042,-10.033389,-161.08333
"315",NA,-19.269568,-158.96667
"316",170253.080375477,-21.925152,-157.925
"317",170842.277726732,-19.991804,-158.11944
"318",15802.8673872916,11.036736,42.15139
"319",52374.5489855741,11.360628,42.69306
"320",16205.7245425791,11.766741,42.65806
"321",15991.9276154326,11.243957,42.60167
"322",78116.3352255031,21.965593,-84.14727
"323",21023.6812269205,20.073015,-74.49569
"324",20837.6989780072,20.057695,-74.81054
"325",124589.8924358,22.186785,105.96746
"326",124625.82887106,22.211745,106.07623
"327",124648.779649247,22.266826,106.08333
"328",124583.280028285,22.144024,106.00815
"329",124587.497093884,22.405437,105.61528
"330",124610.404063698,22.246335,105.95867
"331",47535.3998256143,35.992531,9.61578
"332",47605.8208043793,36.250367,9.5
"333",54036.0722307061,0.42466241,-78.26548
"334",54086.923823615,0.75580429,-78.5762
"335",198363.677770765,1.2527071,-78.64442
"336",198276.505811421,1.1844167,-78.89379
"337",198372.314326211,1.413358,-78.85997
"338",54109.2448796158,0.50000284,-78.08333
"339",54072.0693334101,0.51702294,-78.26309
"340",54091.7318310324,0.64353366,-78.38114
"341",54072.6349343507,0.48789277,-78.21467
"342",147747.265180523,31.638887,-6.48614
"343",225597.902559647,1.1666766,32.68333
"344",110734.629407034,30.876414,-8.14889
"345",111482.095039915,31.669357,-6.32895
"346",225459.835310998,0.84167478,33.04861
"347",97268.7056366735,-28.898144,29.97828
"348",116410.946453702,-0.85000483,30.53333
"349",133373.943610108,-28.755622,29.31613
"350",97390.4302086031,-28.618301,30.46023
"351",94179.5700362606,31.20642,-6.21718
"352",147042.959883237,30.862894,-8.15597
"353",129905.398083977,10.552033,-2.83318
"354",46902.6447579836,13.369192,-1.52371
"355",294630.589352382,6.9240401,158.162
"356",NA,7.1130412,171.236
"357",252792.773186372,7.5030436,134.621
"358",196275.877648136,-8.059277,-72.59766
"359",98141.1230050049,7.1881417,21.09375
"360",58136.8902832007,51.728106,28.38867
"361",134115.552019498,29.840888,89.29688
"362",200556.148359015,9.6500869,-82.82755
"363",200107.448831891,9.6065167,-84.59781
"364",199950.586037373,8.54245,-83.57094
"365",200398.340423213,10.830065,-85.32388
"366",200471.041301871,10.15996,-83.97442
"367",109807.337096645,10.851655,-85.67129
"368",198665.812949521,10.422062,-84.015
"369",52382.1373837146,9.5161361,-83.46728
"370",NA,10.771864,-83.5991
"371",73251.0747118362,10.17312,-85.59361
"372",237011.358244899,10.449002,-83.50683
"373",236702.980627767,9.3597351,-83.0624
"374",109710.414023839,10.383422,-85.33424
"375",56260.8591713233,9.7588276,-83.78379
"376",52221.0796213259,31.921852,35.20329
"377",169955.072546306,-21.248566,-159.78516
"378",168342.731258404,-19.033456,-169.86667
"379",NA,7.1130412,171.236
"380",252792.818006356,7.5030436,134.621
"381",258315.363771048,6.9240401,158.162
"382",59524.5085364635,33.210864,-2.55645
"383",59402.7791717492,32.244607,-1.54034
"384",59522.6109098816,33.533371,-3.07021
"385",59767.5884808476,33.849827,-2.56247
"386",59938.7520623534,34.00954,-2.11053
"387",113589.092680053,34.338906,-1.87936
"388",59649.9906070006,33.708184,-2.82133
"389",59982.4579640922,33.915968,-1.78552
"390",59844.993548285,33.894087,-2.3138
"391",60954.5412426069,32.448331,-1.88151
"392",59654.3106583958,33.173554,-1.96537
"393",NA,-21.139525,-175.2018
"394",166214.646779717,-21.171925,-175.23502
"395",166239.071676008,-21.182095,-175.11832
"396",163513.46653779,-21.177745,-175.23291
"397",166220.609775111,-21.193065,-175.17678
"398",202564.008003003,-21.152055,-175.12674
"399",NA,-21.170385,-175.21846
"400",166246.826286573,-21.166125,-175.11173
"401",164333.339765276,-21.169095,-175.17961
"402",149690.797089311,8.6728508,81.2009
"403",90318.1345260107,6.8534397,81.8149
"404",90262.0325944917,6.7760392,81.7076
"405",149541.08707024,8.1333775,81.43333
"406",149677.676332462,8.6776508,81.1396
"407",129378.008560297,50.68432,79.96667
"408",129541.701116599,51.834415,78.83333
"409",83064.3092728979,45.000651,60
"410",161797.010502159,14.783422,121.23333
"411",288724.419978812,13.993026,122.87016
"412",288409.289883826,12.060073,124.6119
"413",252460.456663734,13.733414,123.06667
"414",125653.673586375,15.350846,121.04773
"415",123570.182063254,14.816762,121.11667
"416",121657.126456924,14.916763,121.18333
"417",288637.597009786,13.833415,122.76667
"418",288627.189315943,13.666754,122.98333
"419",288651.460814337,13.933416,122.66667
"420",288748.174252547,14.950093,121.46667
"421",250186.254252667,6.9647604,124.78278
"422",125524.452866543,15.000093,121.06667
"423",252434.911121655,13.992456,122.97804
"424",288664.155830025,13.816755,122.9
"425",206270.449144145,-21.248566,-159.78516
"426",294630.395653132,6.9240401,158.162
"427",168342.664084236,-19.033456,-169.86667
"428",NA,7.1130412,171.236
"429",252792.761977068,7.5030436,134.621
"430",34757.1186351208,22.876272,-102.54116
"431",72822.3916150434,15.88871,-96.31389
"432",121461.71392633,24.249426,89.91318
"433",121520.807537198,23.950173,90.625
"434",NA,7.1130412,171.236
"435",252792.646038303,7.5030436,134.621
"436",169954.900578254,-21.248566,-159.78516
"437",168342.63858522,-19.033456,-169.86667
"438",258315.417406811,6.9240401,158.162
