"","V1","V2"
"951",37.34005,-0.10187057865626
"952",-41.40095,-12.8799983166436
"953",104.93935,9.28584463761423
"954",-12.91459,13.0077692020178
"955",-83.46728,9.51613609228722
"956",-83.97442,10.1599601999085
"957",-83.57094,8.54244999096144
"958",-40.52225,-11.3814081721394
"959",105.61528,22.4054370153792
"960",9.61578,35.9925312277788
"961",-84.015,10.4220618901335
"962",-83.78379,9.75882763347585
"963",-85.33424,10.3834216402756
"964",-85.59361,10.1731202845197
"965",-83.50683,10.4490020644757
"966",11.51667,3.86669209795875
"967",10.16579,36.8193503194876
"968",-8,12.6500767318695
"969",32.58219,0.316281796643515
"970",-77.03637,38.8955436227089
"971",-175.2018,-21.139524679273
"1267",57.03345,38.4789922623418
"1268",40.31055,0.052870300318655
"1269",-86.59004,13.0537795216731
"1270",-86.38057,12.7268372597591
"1271",-86.29942,12.5050457377075
"1272",-86.8674399999999,13.2296407475703
"1273",-86.7717,13.1993105356763
"1274",-86.53903,12.8869483647163
"1275",-86.3699399999999,12.8012377725593
"1276",-16.4,14.4834196854763
"1277",-15.88333,14.8500923689416
"1278",-15.7156,15.0509938533491
"1279",-16.66667,14.1334171542071
"1280",-16.7602,15.0765940432338
"1281",-16.88333,14.7000912671879
"1282",-15.41667,13.8334150072816
"1283",-15.93333,14.0667566753708
"1284",-82.52,9.43005554767185
"1285",73.41527,40.7534289278118
"1286",72.54603,40.9946267120974
"1287",72.79827,41.0534586334554
"1288",73.30068,40.7704294716348
"1289",72.59018,41.0394281744282
"1290",72.95695,40.7062674229905
"1291",70.93051,39.9424638095088
"1292",72.81554,41.0119172758502
"1293",-7.40854,31.4301032540258
"1294",65.585,39.0379375885156
"1295",125.0552,10.6234631963047
"1296",125.01667,10.7333939120188
"1297",124.835,11.1336765350555
"1298",125.0057,10.7060637338986
"1299",125.30917,8.18476778048985
"1300",125.01667,11.0500659849252
"1301",125.2825,8.15893762146405
"1302",125.14472,8.19560784725164
"1303",125.1388,10.6405633075072
"1304",124.45,10.9167351101078
"1305",57.03345,38.4789922623418
"1306",61.66007,37.6639110265365
"1307",35.70333,-17.977336738813
"1308",35.23972,-17.4890027420108
"1309",35.58417,-17.327051433303
"1310",35.83278,-17.8962260696024
"1311",35.15472,-17.3198313751497
"1312",35.31556,-17.1384399194452
"1313",35.73222,-17.0909395399163
"1314",35.78333,-17.2167805468994
"1315",35.34917,-17.3670517557764
"1316",35.65972,-17.4453923887909
"1317",35.06583,-17.4206721888368
"1318",59.65232,43.4229341309162
"1319",57.03345,38.4789922623418
"1320",38.90417,15.4987071985066
"1321",38.82026,15.5095772803743
"1322",38.85913,15.5013072180857
"1323",38.81392,15.4601269081922
"1324",-16.22444,13.5364729023044
"1325",-15.28333,13.416752059135
"1326",-14.66667,13.5334128807143
"1327",-15.91667,13.3334114740246
"1328",-15.61667,13.416752059135
"1329",-16.30556,13.2059105817691
"1330",-16.495,13.1803604033856
"1331",-15.96667,13.4834125282246
"1332",-16.00694,13.5214727964899
"1333",-15.75,13.5667531160595
"1334",-15.9,13.2500808904806
"1335",-15.75,13.5000826456838
"1336",-15.88333,13.2500808904806
"1337",-16.28056,13.5334128807143
"1338",-16.45556,13.4000819419786
"1339",-15.75,13.5667531160595
"1340",-15.18333,13.6167534694662
"1341",-16.06722,13.5073026965758
"1342",-15.4,13.5500829983563
"1343",-16.08222,13.5070226946019
"1344",-15.76667,13.4000819419786
"1345",-15.81667,13.2334107739223
"1346",-16.46444,13.4903625771879
"1347",-14.78333,13.5834132337533
"1348",-16.02778,13.5228628062933
"1349",-15.4,13.3834118248823
"1350",-16.07,13.3539716182319
"1351",-15.58333,13.4334121762815
"1352",-16.26667,13.4995226417369
"1353",-15.33333,13.7000840596857
"1354",-14.48333,13.5500829983563
"1355",-15.91667,13.5334128807143
"1356",-16.13639,13.5306428611719
"1357",-0.26166,5.81536349116709
"1358",44.81667,-24.5001791619844
"1359",44.96667,-24.4668487910428
"1360",44.06667,-25.0335151854029
"1361",44.61667,-25.1001859502019
"1362",-6.0486,13.9221856404096
"1363",-5.9549,14.0660866705633
"1364",-5.97878,13.9305757003418
"1365",-7.98967,12.5892463143757
"1366",-6.1219,14.73289150763
"1367",-7.66836,14.9956534434397
"1368",4.32893,12.2910542784357
"1369",32.44694,0.0644403660401998
"1370",36.23333,7.40004298373321
"1371",35.65,7.06671096667175
"1372",37.06667,10.7000636948107
"1373",39.89693,9.99466913944716
"1374",37.25,7.63337440274315
"1375",37.96515,8.53421993992143
"1376",37.48333,10.5500627195176
"1377",47.066,34.6635327667218
"1378",43.83833,-12.3731348371063
"1379",44.23556,-12.1884035815959
"1380",43.36444,-11.4736787846424
"1381",43.3575,-11.498678950857
"1382",43.3775,-11.5014589693469
"1383",43.38194,-11.8550713326285
"1384",43.41639,-11.848131286026
"1385",43.86778,-12.3642447765337
"1386",43.36833,-11.4936789176051
"1387",44.27667,-12.1956336306103
"1388",43.43722,-11.8511813065058
"1389",43.42556,-11.7900708964994
"1390",43.33333,-11.4500686277717
"1391",43.36611,-11.8456312692406
"1392",-12.2,11.2167670829537
"1393",-13,10.4900623304178
"1394",-12.06667,10.7333939120188
"1395",-13,11.0667660947111
"1396",-14.2,11.0333958753839
"1397",-12.14916,10.5335326122629
"1398",-13.0833,11.1333665330136
"1399",-12.18333,10.6167631527471
"1400",-12.2167,11.8000709635454
"1401",-11.35,11.4333985170717
"1402",-12.3,11.9000716350227
"1403",-74.49569,20.0730148269064
"1404",-84.1472700000001,21.9655926459419
"1405",106.08333,22.266825628537
"1406",-8.14889,30.876414246908
"1407",-6.48614,31.6388867322918
"1408",30.53333,-0.850004829687597
"1409",33.04861,0.841674782329254
"1410",32.68333,1.16667663072379
"1411",-175.11173,-21.1661249311039
"1412",-175.23291,-21.1777450412103
"1413",-175.17961,-21.1690949592409
"1414",-175.23502,-21.1719249860551
"1415",-175.17678,-21.1930651864659
"1416",-175.12674,-21.1520547978605
"1417",-175.11832,-21.1820950824442
"1418",81.43333,8.13337746417919
"1419",81.2009,8.67285080080908
"1420",-102.54116,22.8762717957795
"1421",-96.31389,15.8887101555898
"1422",7.84314,13.4258721232557
"1423",125.0525,10.5689528421389
"1424",125.06356,10.5730628688259
"1425",125.01791,10.7311838976108
"1426",72.44972,41.2605054671557
"1427",-16.09047,13.4930025957896
"1428",-2.83318,10.5520327323028
"1429",124.6119,12.0600727132711
"1430",158.162,6.92404010684644
"1431",171.236,7.11304124633287
"1432",134.621,7.50304360940007
"1433",158.162,6.92404010684644
"1434",134.621,7.50304360940007
"1435",171.236,7.11304124633287
"1436",158.162,6.92404010684644
"1437",134.621,7.50304360940007
"1438",134.621,7.50304360940007
"1439",171.236,7.11304124633287
"1440",158.162,6.92404010684644
"1441",158.162,6.92404010684644
"1442",171.236,7.11304124633287
"1443",134.621,7.50304360940007
"1444",171.236,7.11304124633287
"1445",158.162,6.92404010684644
"1446",134.621,7.50304360940007
"1447",36.35,-1.11667634625605
"1448",39.67959,15.129024432647
"1449",82.83,44.6506355279256
"1450",7.74211,13.4698924330053
"1451",7.4803,13.5612830774302
"1452",7.3616,13.5771931898052
"1453",7.23488,13.4664124085027
"1454",7.44618,13.5465629735102
"1455",7.31528,13.9742560126203
"1456",-5.6386,32.0640339587013
"1457",-8.15398999999999,29.3415608210968
"1458",-4.93784,32.0208732161406
"1459",-9.34822,28.680221372419
"1460",125.05,10.6667334777845
"1461",37.3333,11.6667700713305
"1462",39.667,11.7500706284995
"1463",39.75,12.6667468464104
"1464",39.5,9.33335493711182
"1465",36.33333,12.2500739999988
"1466",105.95867,22.246335424304
"1467",105.96746,22.1867848318708
"1468",106.07623,22.2117450799813
"1469",106.00815,22.1440244075053
"1470",-78.38114,0.643533656069576
"1471",-78.2146699999999,0.487892771637791
"1472",-78.64442,1.25270712027467
"1473",-78.5762,0.755804294180432
"1474",-78.26548,0.424662412380024
"1475",-78.89379,1.18441673166261
"1476",-78.85997,1.41335803479954
"1477",-78.2630899999999,0.517022937156369
"1478",29.97828,-28.8981444454279
"1479",30.46023,-28.6183005063634
"1480",-8.15597,30.8628940308237
"1481",29.31613,-28.7556224312474
"1482",-6.32895,31.6693572437595
"1483",85.25,27.4168843000029
"1484",85.3333300000001,27.0002089322091
"1485",85.08333,27.0835399957463
"1486",84.8333299999999,27.3335432163248
"1487",123.06667,13.7334142961928
"1488",122.76667,13.8334150072816
"1489",122.98333,13.6667538234267
"1490",122.66667,13.9334157206323
"1491",121.46667,14.9500931065522
"1492",122.9,13.8167548886577
"1493",122.97804,13.9924561428654
"1494",121.06667,15.0000934762987
"1495",121.04773,15.3508460879846
"1496",121.18333,14.9167628604285
"1497",121.23333,14.7834218785616
"1498",122.87016,13.9930261469458
"1499",121.11667,14.8167621236504
"1500",90.6250000000001,23.9501731209199
"1501",89.91318,24.2494263867902
"1502",8.05,13.5500829983563
"1503",6.69444,13.6550837407627
"1504",7.93,13.6200834930227
"1505",8.11194000000001,14.6223106980722
"1506",6.55501,13.9491958334071
"1507",7.91666999999999,13.5334128807143
