"","LTDR_outcome_mean","LTDR_outcome_max","pre_average_NTL","pre_average_LTDR","pre_max_LTDR","pre_min_temp","pre_max_temp","pre_average_temp","pre_max_precip","pre_min_precip","pre_average_precip","post_implementation_time","year","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","treatment","latitude","longitude","total_disbursements","MultiFocal","pred_trt_NDVI"
"81",3.12812011718692e-05,7.6297810622e-05,3.37055147271545,2657.37779017762,6724.49453590048,-8.55873015873016,17.3230158730159,4.89186507936508,118.722222222222,11.1380952380952,53.4580026455026,12,"2002",1748.17248535156,2010.6572265625,1509.87416734,5.93636226654,164.924252069,51.933406829834,1,1.88603761047,1,40.7534289278118,73.41527,2560426.0549,0,-4.98004082026475e-06
"71",2.61872021484462e-05,6.23771315354692e-05,11.3743775332845,2320.17235165571,5675.95408993524,-1.66547619047619,25.9916666666667,12.8460317460317,91.8678571428571,5.44761904761905,38.4611111111111,12,"2002",1767.05419921875,2409.4404296875,780.49732577,2.59664297104,130.035838884,281.622344970703,0,0.577555476372,1,40.9946267120974,72.54603,2560426.0549,0,1.81874951950522e-05
"74",2.69989762995769e-05,6.66642886117923e-05,8.11572606214546,2358.13134765619,5879.61185128333,-2.84404761904762,23.7333333333333,10.9734126984127,116.717857142857,8.36666666666667,51.9395833333333,12,"2002",1716.50122070312,2461.72680664062,1022.20373665,3.93242835999,143.677960735,123.347999572754,0,3.69151150151,1,41.0534586334554,72.79827,2560426.0549,0,-4.98004082026475e-06
"78",2.99056127929615e-05,7.40346007361769e-05,3.80063034929545,2543.08761160714,6467.68711635,-7.11785714285714,19.0666666666667,6.51388888888889,116.128571428571,9.83809523809524,51.9785714285714,12,"2002",1976.66955566406,2019.00866699219,1384.87268594,5.20788145065,150.12611465,72.7341384887695,1,0.688027157943,1,40.7704294716348,73.30068,2560426.0549,0,-4.98004082026475e-06
"68",2.61679298752923e-05,6.37104984224692e-05,8.83089758343273,2302.2884114581,5726.90162295333,-1.66547619047619,25.9916666666667,12.8460317460317,91.8678571428571,5.44761904761905,38.4611111111111,12,"2002",1963.0791015625,2494.47827148438,889.206517345,3.4414305687,145.475420235,175.130661010742,0,1.74934788426,1,41.0394281744282,72.59018,2560426.0549,0,1.81874951950522e-05
"82",2.49525266676692e-05,6.30167503004923e-05,14.9872941449,2217.77991885143,5632.39914667143,-3.87047619047619,22.7666666666667,10.0820634920635,99.6285714285714,7.24952380952381,43.6690476190476,12,"2002",1578.73278808594,2352.154296875,960.791775033,2.32963991165,107.13994262,255.887817382812,1,0.113678745219,1,40.7062674229905,72.95695,2560426.0549,0,-4.98004082026475e-06
"76",1.37536915940538e-05,4.47121206430385e-05,1.27897159274045,1279.37711588476,4081.31118629048,-6.80238095238095,19.8428571428571,6.84662698412698,58.1928571428571,2.37142857142857,23.0561507936508,12,"2002",2598.95874023438,3308.60961914062,1754.25468288,10.1275072098,398.375482625,28.892110824585,0,1.29533455141,1,39.9424638095088,70.93051,2560426.0549,0,1.81874951950522e-05
"73",2.69378252704462e-05,6.55680979567385e-05,10.3746146088555,2363.61143275714,5828.15450613762,-2.84404761904762,23.7333333333333,10.9734126984127,116.717857142857,8.36666666666667,51.9395833333333,12,"2002",1557.7431640625,2351.38256835938,932.28318226,3.11418581009,134.658536585,145.30403137207,0,2.548521735,1,41.0119172758502,72.81554,2560426.0549,0,-4.98004082026475e-06
"87",1.82187584510308e-05,4.23009292367923e-05,0.140534224789882,1728.40105329143,4048.74454752619,6.475,24.7642857142857,15.346626984127,76.9809523809524,0.839285714285714,26.005753968254,12,"2002",2417.56640625,3192.49462890625,1640.6103908,9.3295841217,177.620294012,69.4931335449219,1,2.43637075557,1,31.4301032540258,-7.40854,860459.257608,1,1.81874951950522e-05
"91",2.07975945172857e-05,4.46346979631714e-05,11.7294770388665,1991.00197573,4454.93523943926,1.86759259259259,30.9092592592593,16.5363425925926,64.6916666666667,0.012962962962963,18.8797839506173,6,"2008",2138.95190429688,3145.27978515625,340.554649809,0.180670574307,106.82247557,149.820388793945,0,0.0324426640842,1,39.0379375885156,65.585,3072511.26587,0,1.81874951950522e-05
"111",2.26881141075692e-05,7.73225184044538e-05,2.29950669485618,2299.73933338,7216.91773623524,24.6833333333333,27.5,26.2293650793651,441.483333333333,66.3452380952381,201.266666666667,12,"2002",2627.87841796875,99626.3203125,216.212914679,3.79220819473,243.997824195,375.810302734375,1,59.19892526,1,11.1336765350555,124.835,970794.78319,0,-1.78271211852901e-05
"114",2.50234324293923e-05,8.07024474158769e-05,0.226936026936091,2329.55598377143,7396.16803850381,22.9,25.0571428571429,23.9533068783069,351.209523809524,67.7301587301587,183.284391534392,12,"2002",1917.90417480469,18237.162109375,754.646873026,8.52924728394,625.443438914,82.917724609375,0,66.4827328162,1,8.18476778048985,125.30917,970794.78319,0,1.23046022035778e-06
"118",1.82276446063615e-05,6.50709157151385e-05,1.60345402660927,1871.22666713238,6122.14229910762,24.6833333333333,27.5,26.2293650793651,441.483333333333,66.3452380952381,201.266666666667,12,"2002",2652.20947265625,19845.423828125,101.217106569,2.21054840088,200.405718702,365.453002929688,1,29.368341775,1,11.0500659849252,125.01667,970794.78319,0,-1.78271211852901e-05
"109",2.52264764873846e-05,8.04098242187461e-05,0.259927392492318,2351.3189581019,7380.20651971667,22.9,25.0571428571429,23.9533068783069,351.209523809524,67.7301587301587,183.284391534392,12,"2002",1884.29272460938,16382.1396484375,748.93374763,8.01794052124,535.704480066,91.5727462768555,0,59.9505635004,1,8.15893762146405,125.2825,970794.78319,0,1.23046022035778e-06
"108",2.32615778996385e-05,7.77192397836462e-05,0.4037828947369,2147.85049874333,7064.75239490476,21.615873015873,23.868253968254,22.6777777777778,339.17619047619,45.7888888888889,169.190608465608,12,"2002",2573.658203125,9370.076171875,898.185809033,7.04299402237,370.674485597,100.44815826416,1,48.815031097,1,8.19560784725164,125.14472,970794.78319,0,1.23046022035778e-06
"113",1.56434093299308e-05,6.74921612079385e-05,1.94747969288945,1424.4449521019,5320.00739397286,25.6142857142857,28.3857142857143,27.1611111111111,428.404761904762,65.447619047619,201.151984126984,12,"2002",4049.93603515625,368221.03125,88.3938345392,3.10229539871,142.405405405,305.100463867188,0,17.1703302239,1,10.9167351101078,124.45,970794.78319,0,9.24680669474087e-06
"119",1.33829420471125e-05,3.69277523803875e-05,0.688053097345438,1330.42366379923,3660.90054086615,0.690384615384615,28.0259615384615,14.3762019230769,56.5038461538462,2.99807692307692,21.1833333333333,7,"2007",2568.24560546875,2927.17529296875,867.239855499,5.20108747482,229.042861853,5.66164016723633,0,0.277050445369,1,38.4789922623418,57.03345,1048612.60486,0,1.03242534995717e-05
"121",1.89475489807125e-05,4.09531695556625e-05,11.9841362126313,1844.33625206577,4218.32023738,2.78846153846154,30.6625,17.1391826923077,44.15,0.00673076923076923,12.0659455128205,7,"2007",2238.23120117188,4143.93994140625,207.661238338,0.101425789297,74.75249501,77.7399520874023,0,0.00572806574693,1,37.6639110265365,61.66007,1048612.60486,0,1.81874951950522e-05
"129",3.3135753173825e-05,7.82091143798875e-05,0.00304817605075,3113.76577524038,7482.30985201308,21.4355769230769,28.7634615384615,25.6592147435897,267.243269230769,1.18269230769231,77.1985576923077,7,"2007",2102.07397460938,3350.447265625,47.7261579001,0.401442021132,408.564976228,13.3557987213135,0,41.8207861441,1,-17.977336738813,35.70333,6668100.66681,1,3.00524976479802e-05
"130",3.18942639159875e-05,7.4589029541025e-05,0.017502975009925,2968.693068285,7055.68689903769,21.6,29.4019230769231,26.088141025641,258.569230769231,0.659615384615385,70.1149038461539,7,"2007",1904.06994628906,2643.61865234375,92.6688318279,1.36411869526,348.717918157,43.4201927185059,0,21.9632554732,1,-17.4890027420108,35.23972,6668100.66681,1,9.24680669474087e-06
"122",3.1115889892575e-05,7.62620544433625e-05,0.0263066375198687,2937.21688138538,7401.07162710346,21.1615384615385,28.9307692307692,25.6402243589744,246.930769230769,0.511538461538462,67.5778846153846,7,"2007",2252.06225585938,4671.04833984375,305.339637991,1.65640377998,455.886589733,28.4842300415039,0,38.6369267386,1,-17.327051433303,35.58417,6668100.66681,1,9.24680669474087e-06
"124",3.28553118896625e-05,7.815704467775e-05,0.00304455445544375,3060.62499060962,7434.87466196,21.6961538461538,28.9326923076923,25.8638621794872,257.694230769231,1.30096153846154,77.4592948717949,7,"2007",1624.09387207031,4444.19677734375,51.4440726093,0.401766628027,457.09948269,13.1681308746338,1,41.8039732338,1,-17.8962260696024,35.83278,6668100.66681,1,3.00524976479802e-05
"131",3.19262246703875e-05,7.4392045288075e-05,0.0176971326164812,2984.11768517154,7053.76616962115,21.5538461538462,29.5564102564103,26.1665598290598,248.134615384615,0.592307692307692,66.132905982906,7,"2007",2058.0859375,2708.89819335938,91.1496287255,1.01676309109,334.161431412,52.7606430053711,0,19.7501497405,1,-17.3198313751497,35.15472,6668100.66681,1,1.6968896262165e-06
"126",3.2177961730975e-05,7.58817358398625e-05,0.0653307508939313,3074.36325307962,7280.90497295769,20.8384615384615,29.0012820512821,25.5475427350427,237.934615384615,0.41025641025641,62.3695512820513,7,"2007",1729.75231933594,3286.26000976562,112.832892326,1.17948961258,397.475259377,62.6630783081055,0,31.0967686247,1,-17.1384399194452,35.31556,6668100.66681,1,9.24680669474087e-06
"125",3.12823355102375e-05,7.58537493896625e-05,0,2885.28555063154,7350.77150315423,20.2807692307692,28.2173076923077,24.8240384615385,233.432692307692,0.515384615384615,64.0764423076923,7,"2007",2409.8076171875,4887.75732421875,319.48239365,1.25118076801,456.850158983,31.2701721191406,0,40.9299954264,1,-17.0909395399163,35.73222,6668100.66681,1,9.24680669474087e-06
"132",3.18723397827e-05,7.64116900634625e-05,0.0185093290988438,2950.68411959154,7391.14334810654,20.4974358974359,28.2769230769231,24.9445512820513,230.541025641026,0.435897435897436,63.1496794871795,7,"2007",1987.78674316406,4534.55224609375,311.652147364,1.20950841904,400.231075697,31.6967163085938,1,39.1836330043,1,-17.2167805468994,35.78333,6668100.66681,1,9.24680669474087e-06
"123",3.2186282958975e-05,7.6365943603525e-05,0.00618787276342,3052.64367675846,7273.77815129308,21.1615384615385,28.9307692307692,25.6402243589744,246.930769230769,0.511538461538462,67.5778846153846,7,"2007",2239.32861328125,3584.875,151.418793857,1.63207638264,412.211301234,39.5660209655762,0,30.5779023953,1,-17.3670517557764,35.34917,6668100.66681,1,9.24680669474087e-06
"128",3.19601373291125e-05,7.68516864013625e-05,0.0262544625148688,2992.10428560769,7410.81392728346,21.1615384615385,28.9307692307692,25.6402243589744,246.930769230769,0.511538461538462,67.5778846153846,7,"2007",2075.52197265625,6310.6640625,283.01178742,1.18246173859,454.073705179,28.7692565917969,0,39.9231955531,1,-17.4453923887909,35.65972,6668100.66681,1,9.24680669474087e-06
"127",3.04560192871125e-05,7.25439086914e-05,0.01744243747518,2829.57361778769,6894.56413386385,21.3432692307692,29.2846153846154,25.9280448717949,250.851923076923,0.700961538461538,66.866266025641,7,"2007",2282.66528320312,2318.75048828125,86.7081427264,0.766098499298,315.751196172,45.2871894836426,0,16.2074888094,1,-17.4206721888368,35.06583,6668100.66681,1,1.6968896262165e-06
"143",1.28616252136375e-05,4.27886279297e-05,0.0120912286063556,1207.64278705362,3692.04325984115,-5.82596153846154,28.0028846153846,11.5810096153846,33.3317307692308,0.660576923076923,10.3907852564103,7,"2007",1613.59912109375,7929.67822265625,54.3513724267,0.0919246152043,327.238691932,13.2600231170654,0,0.283507337595,1,43.4229341309162,59.65232,1022111.20671,0,3.00524976479802e-05
"147",1.33829420471125e-05,3.69277523803875e-05,0.688053097345438,1330.42366379923,3660.90054086615,0.690384615384615,28.0259615384615,14.3762019230769,56.5038461538462,2.99807692307692,21.1833333333333,7,"2007",2568.24560546875,2927.17529296875,867.239855499,5.20108747482,229.042861853,5.66164016723633,0,0.277050445369,1,38.4789922623418,57.03345,3646940.315172,0,1.03242534995717e-05
"155",1.459243977865e-05,4.4944457194e-05,2.08143998733056,1597.86083112536,4542.01159667929,19.05625,25.9348214285714,22.657068452381,130.26875,7.74821428571429,43.9672619047619,5,"2009",2113.19702148438,392.076019287109,1689.77387554,6.85990285873,175.280561122,183.589324951172,0,0.660344597151,1,15.4987071985066,38.90417,1926129.74918,0,-4.54970670733058e-06
"153",1.62299104817333e-05,4.89690966797e-05,1.73605996086506,1693.81804111964,4709.79154750393,19.05625,25.9348214285714,22.657068452381,130.26875,7.74821428571429,43.9672619047619,5,"2009",2064.04248046875,464.893005371094,1883.89742273,7.32948160172,170.556445156,195.407180786133,0,0.618730189172,1,15.5095772803743,38.82026,1926129.74918,0,-4.54970670733058e-06
"150",1.55836617024833e-05,4.73246712239667e-05,1.955312349146,1659.4656982425,4654.677725655,19.05625,25.9348214285714,22.657068452381,130.26875,7.74821428571429,43.9672619047619,5,"2009",2146.0283203125,414.373962402344,1817.70381021,6.94010543823,173.003223207,194.080642700195,0,0.646076065403,1,15.5013072180857,38.85913,1926129.74918,0,-4.54970670733058e-06
"151",1.68317993164e-05,4.99827254232e-05,2.02165966417917,1716.45017351429,4630.09704589714,19.05625,25.9348214285714,22.657068452381,130.26875,7.74821428571429,43.9672619047619,5,"2009",2172.83544921875,427.636901855469,1982.6867878,6.82264471054,143.388532478,223.365631103516,0,0.573036100874,1,15.4601269081922,38.81392,1926129.74918,0,-4.54970670733058e-06
"186",2.0711749267575e-05,6.21065661621e-05,0.041510478204104,2034.99124755867,5673.84741211,24.5177777777778,28.9433333333333,27.192037037037,297.597777777778,0,66.1755555555556,3,"2011",2185.4384765625,1141.95532226562,21.2621389378,0.366161048412,230.875706215,70.0131607055664,1,6.96653255213,1,13.5364729023044,-16.22444,4341391.21855,0,5.661032065168e-06
"178",2.5008847656225e-05,7.122092407225e-05,0.0216162863812865,2375.50299886067,6330.75795898367,24.8177777777778,30.8966666666667,28.082037037037,283.017777777778,0,68.2609259259259,3,"2011",1943.48986816406,1867.87866210938,30.92039801,0.407150685787,269.205618893,39.8795852661133,1,9.74331523907,1,13.416752059135,-15.28333,4341391.21855,0,5.661032065168e-06
"177",2.441365234375e-05,6.7828898925775e-05,0.042780169149275,2326.349308269,6174.936930339,24.4208333333333,32.1125,28.2776388888889,267.621666666667,0,65.8228472222222,3,"2011",2129.64794921875,645.976379394531,32.9207418152,0.454175025225,308.993078176,46.9635238647461,0,6.59789272366,1,13.5334128807143,-14.66667,4341391.21855,0,5.661032065168e-06
"170",2.4626499633775e-05,6.8402739257825e-05,0.0699247014555145,2348.54889322767,6239.80558268267,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",2132.95654296875,1307.1572265625,21.076181592,0.384233951569,294.013478261,46.829418182373,1,11.0032766978,1,13.3334114740246,-15.91667,4341391.21855,0,5.661032065168e-06
"164",2.4174942626975e-05,6.688818481445e-05,0.153039352581105,2326.327929688,6152.46264648433,24.8875,30.6608333333333,28.0738888888889,280.003333333333,0,66.0547916666667,3,"2011",2042.71704101562,801.426025390625,25.4244402985,0.4170820117,240.285349233,61.3910179138184,1,9.01483813275,1,13.416752059135,-15.61667,4341391.21855,0,5.661032065168e-06
"163",2.5671208496075e-05,6.9947030029275e-05,0.000485829959514,2419.115824381,6311.69488932267,24.0566666666667,28.0855555555556,26.3851851851852,382.095555555556,0,85.8285185185185,3,"2011",2457.03491210938,1128.3095703125,18.1545708665,0.347285449505,237.419501134,46.4583206176758,1,14.7288049372,1,13.2059105817691,-16.30556,4341391.21855,0,5.661032065168e-06
"167",2.5120584106475e-05,6.78042932129e-05,0.33949655779308,2343.508520509,6164.543554688,23.98,28.0983333333333,26.32125,392.209166666667,0,88.7530555555555,3,"2011",2522.39404296875,1115.36584472656,17.984434968,0.31577244401,199.235376045,97.6873168945312,1,15.8813131082,1,13.1803604033856,-16.495,4341391.21855,0,5.661032065168e-06
"158",2.1784662170425e-05,6.369345336915e-05,0.0232856015776695,2117.760949707,5796.90677083233,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",2059.37255859375,1447.18615722656,18.4726914706,0.375217944384,281.39254386,68.2978820800781,1,6.77124641091,1,13.4834125282246,-15.96667,4341391.21855,0,5.661032065168e-06
"182",2.1270839233375e-05,6.328712158205e-05,0.023591657942765,2083.301302083,5732.11280924467,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",2039.27319335938,1468.51879882812,19.8514031273,0.367175221443,268.818853171,71.640998840332,1,6.19367732392,1,13.5214727964899,-16.00694,4341391.21855,0,5.661032065168e-06
"183",2.1784751586925e-05,6.288904663085e-05,0.19727369789105,2127.53624267667,5755.47700195367,24.865,29.635,27.7561111111111,297.76,0,69.0801388888889,3,"2011",1879.05297851562,964.263977050781,21.4702713901,0.391084462404,216.254545455,85.767463684082,1,4.86980916254,1,13.5667531160595,-15.75,4341391.21855,0,5.661032065168e-06
"165",2.6428705444325e-05,7.1184176025375e-05,0.0616659026466045,2505.51006673133,6541.45266926967,24.295,28.6283333333333,26.8686111111111,332.405,0,78.39375,3,"2011",2255.43920898438,1013.72180175781,26.3617330017,0.397875875235,280.601106854,37.0096549987793,1,13.7567867532,1,13.2500808904806,-15.9,4341391.21855,0,5.661032065168e-06
"185",2.2549810180625e-05,6.43417614746e-05,0.16210528100883,2187.750777182,5893.80677083333,24.865,29.635,27.7561111111111,297.76,0,69.0801388888889,3,"2011",2010.59521484375,1030.70568847656,21.4496477414,0.394075661898,242.31388768,74.8615036010742,1,6.73812044892,1,13.5000826456838,-15.75,4341391.21855,0,5.661032065168e-06
"176",2.642613464355e-05,7.11428564453e-05,0.06184789156825,2506.09941406167,6545.55717773367,24.295,28.6283333333333,26.8686111111111,332.405,0,78.39375,3,"2011",2261.330078125,1008.81127929688,26.8860903814,0.397300451994,275.60960068,36.6831855773926,1,13.8391133323,1,13.2500808904806,-15.88333,4341391.21855,0,5.661032065168e-06
"179",2.08894137573e-05,6.205482299805e-05,0.0468623971792355,2032.08784993567,5672.68629557333,24.1322222222222,28.2822222222222,26.5677777777778,326.638888888889,0,71.6362962962963,3,"2011",2312.09985351562,1158.30651855469,21.2885989438,0.362060874701,218.285215874,69.3390121459961,0,7.83988319135,1,13.5334128807143,-16.28056,4341391.21855,0,5.661032065168e-06
"189",2.0800390625e-05,6.1134971923825e-05,1.52814818083905,1972.10417480533,5643.28876953133,24.1322222222222,28.2822222222222,26.5677777777778,326.638888888889,0,71.6362962962963,3,"2011",2611.49340820312,1205.12426757812,16.1659192825,0.317418336868,161.27429206,396.373931884766,1,8.61207589645,1,13.4000819419786,-16.45556,4341391.21855,0,5.661032065168e-06
"188",2.1784751586925e-05,6.288904663085e-05,0.19727369789105,2127.53624267667,5755.47700195367,24.865,29.635,27.7561111111111,297.76,0,69.0801388888889,3,"2011",1879.05297851562,964.263977050781,21.4702713901,0.391084462404,216.254545455,85.767463684082,1,4.86980916254,1,13.5667531160595,-15.75,4341391.21855,0,5.661032065168e-06
"181",2.3941303710925e-05,6.8079375e-05,0.023316281709575,2277.91063639333,6006.44441731833,24.9225,31.8441666666667,28.4043055555556,265.315,0,64.3247916666667,3,"2011",1674.9091796875,919.604125976562,22.5969345485,0.467397302389,291.498778502,50.1266746520996,0,6.38999599121,1,13.6167534694662,-15.18333,4341391.21855,0,5.661032065168e-06
"168",2.117843933105e-05,6.307252929685e-05,0.022844622189476,2061.77316080633,5702.85198567733,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",1927.67395019531,1475.05456542969,18.3472049689,0.369611829519,278.55,66.6588745117188,1,6.62030450473,1,13.5073026965758,-16.06722,4341391.21855,0,5.661032065168e-06
"161",2.33231201172e-05,6.7115512695325e-05,0.158298876386005,2241.05217285167,5936.45947265567,24.8875,30.6608333333333,28.0738888888889,280.003333333333,0,66.0547916666667,3,"2011",2281.23291015625,790.786743164062,24.1616946343,0.444893062115,277.109381401,68.9063339233398,1,6.47060055552,1,13.5500829983563,-15.4,4341391.21855,0,5.661032065168e-06
"171",2.12734420776e-05,6.3156958007825e-05,0.0228313353095085,2074.54163411467,5727.57991536533,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",1897.32531738281,1436.79248046875,18.1983436853,0.372201889753,277.982033304,66.2340240478516,1,6.69604362649,1,13.5070226946019,-16.08222,4341391.21855,0,5.661032065168e-06
"172",2.394518066405e-05,6.6962648925775e-05,0.0422635223313235,2297.93522949267,6122.83292643133,24.865,29.635,27.7561111111111,297.76,0,69.0801388888889,3,"2011",2002.34057617188,1082.58740234375,21.3278399668,0.410082042217,264.191349934,57.4481925964355,1,9.1764876228,1,13.4000819419786,-15.76667,4341391.21855,0,5.661032065168e-06
"184",2.6738999633775e-05,7.1814018554675e-05,0.079057267890545,2535.23692626933,6606.05475260367,24.295,28.6283333333333,26.8686111111111,332.405,0,78.39375,3,"2011",2199.2666015625,886.249877929688,29.2565298507,0.408256411552,253.121961442,35.4288711547852,1,14.2627903075,1,13.2334107739223,-15.81667,4341391.21855,0,5.661032065168e-06
"187",1.9282185058625e-05,5.8845356445325e-05,1.5638664612995,1822.434175619,5377.64366862,24.1322222222222,28.2822222222222,26.5677777777778,326.638888888889,0,71.6362962962963,3,"2011",2678.16650390625,1185.60229492188,18.1338046609,0.314077675343,187.369374635,395.682586669922,0,6.85860354532,1,13.4903625771879,-16.46444,4341391.21855,0,5.661032065168e-06
"173",2.4292518920875e-05,6.7318839111325e-05,0.04346504951797,2299.86351318267,6113.89246419333,25.0177777777778,31.8522222222222,28.4485185185185,254.031111111111,0,61.3110185185185,3,"2011",2109.82006835938,674.484436035156,30.3427239772,0.455783069134,300.035423453,47.2825584411621,0,6.13645254231,1,13.5834132337533,-14.78333,4341391.21855,0,5.661032065168e-06
"160",2.12762182617e-05,6.3200465087875e-05,0.0229140801711755,2084.97324625633,5734.33798828033,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",2003.63610839844,1465.97131347656,19.6933416046,0.363039880991,269.735767058,70.4269638061523,1,6.28280736686,1,13.5228628062933,-16.02778,4341391.21855,0,5.661032065168e-06
"175",2.500996398925e-05,7.057690429685e-05,0.0658004678373525,2378.44396972633,6315.06429036467,24.8875,30.6608333333333,28.0738888888889,280.003333333333,0,66.0547916666667,3,"2011",2075.27392578125,1028.13586425781,30.0585613599,0.413476377726,241.50799508,49.458065032959,1,10.0884840794,1,13.3834118248823,-15.4,4341391.21855,0,5.661032065168e-06
"159",2.3529465332025e-05,6.6860964355475e-05,0.083023644071785,2243.936474609,6030.26062825533,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",2203.19604492188,1494.31494140625,16.8912029841,0.35831835866,294.225634179,49.9895629882812,1,9.78733585578,1,13.3539716182319,-16.07,4341391.21855,0,5.661032065168e-06
"162",2.3952885742175e-05,6.675092285155e-05,0.152978648412755,2302.20086263033,6095.18849283867,24.8875,30.6608333333333,28.0738888888889,280.003333333333,0,66.0547916666667,3,"2011",2103.80078125,742.027526855469,25.7514510779,0.41225618124,243.361016949,63.9037818908691,1,8.52953688496,1,13.4334121762815,-15.58333,4341391.21855,0,5.661032065168e-06
"166",2.101305389405e-05,6.25022619629e-05,0.043612331907551,2038.34141031867,5691.836132813,24.2283333333333,28.4383333333333,26.7633333333333,310.916666666667,0,69.5451388888889,3,"2011",2334.89819335938,1281.52783203125,19.6592769087,0.356002748013,235.361845052,66.0958480834961,0,8.07816883759,1,13.4995226417369,-16.26667,4341391.21855,0,5.661032065168e-06
"169",2.2527798156725e-05,6.5515773925775e-05,0.02613935831801,2176.55378011067,5773.476171875,24.9722222222222,31.1088888888889,28.2775925925926,265.151111111111,0,61.8317592592593,3,"2011",2357.33764648438,792.072387695312,28.1396769517,0.382330238819,281.850977199,64.5520248413086,1,3.86277038748,1,13.7000840596857,-15.33333,4341391.21855,0,5.661032065168e-06
"180",2.453535766605e-05,6.7938094482425e-05,0.0352879610436465,2344.448006184,6218.011116536,24.4208333333333,32.1125,28.2776388888889,267.621666666667,0,65.8228472222222,3,"2011",1813.71667480469,575.972839355469,34.1827032626,0.44514772296,305.380700326,42.860897064209,0,6.98045470626,1,13.5500829983563,-14.48333,4341391.21855,0,5.661032065168e-06
"157",2.144796051025e-05,6.3244553222675e-05,0.0463993458340045,2103.24312744167,5744.39799804733,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",1981.34106445312,1314.65490722656,20.008599254,0.379662871361,249.535229759,77.8017425537109,1,5.60006915845,1,13.5334128807143,-15.91667,4341391.21855,0,5.661032065168e-06
"156",2.084846710205e-05,6.21823535156e-05,0.022819003947074,2049.23150227933,5679.773974609,24.5466666666667,29.0366666666667,27.2597222222222,304.338333333333,0,69.3126388888889,3,"2011",1924.28771972656,1230.64831542969,19.8451272502,0.374880731106,251.461036134,70.0627212524414,1,6.78293341397,1,13.5306428611719,-16.13639,4341391.21855,0,5.661032065168e-06
"190",2.042628344727e-05,5.903673535157e-05,10.8266954669307,2137.4344329825,6100.48095703083,24.0104166666667,27.78125,26.0234375,230.1875,13.0104166666667,96.8282986111111,9,"2005",2464.33544921875,1710.45629882812,116.20192613,1.97315776348,58.6176105829,803.158813476562,0,23.8619099472,1,5.81536349116709,-0.26166,1656057.315172,0,9.24680669474087e-06
"192",2.064636474612e-05,5.345169726562e-05,0.00235786792272368,2035.79256886448,5158.91340584517,19.848275862069,28.4448275862069,24.713433908046,193.521551724138,0.0758620689655172,50.5395114942529,4,"2010",2662.4560546875,2495.68408203125,288.039402174,0.56875371933,240.68973384,15.9326820373535,0,4.26862274679,1,-24.5001791619844,44.81667,951121.123219,0,-1.03471164400625e-05
"194",1.966890478516e-05,5.163020214844e-05,0,1951.96991177207,4893.41609981103,19.848275862069,28.4448275862069,24.713433908046,193.521551724138,0.0758620689655172,50.5395114942529,4,"2010",2329.45385742188,2331.73657226562,312.288709834,0.574452340603,220.015969582,16.175630569458,0,2.82694724347,1,-24.4668487910428,44.96667,951121.123219,0,-1.03471164400625e-05
"193",1.669904492186e-05,4.894693359376e-05,0,1360.98095071783,3794.02488550621,19.8551724137931,28.1413793103448,24.3793103448276,139.534482758621,0,34.2456896551724,4,"2010",3472.29760742188,2132.48803710938,85.9836560221,0.995212078094,267.606930693,15.605299949646,0,0.877941639689,1,-25.0335151854029,44.06667,951121.123219,0,3.00524976479802e-05
"195",2.571793017578e-05,6.134063574218e-05,0,2372.22527444759,5539.08344558172,19.9057471264368,28.5310344827586,24.6951149425287,159.005747126437,0.0298850574712644,39.9336206896552,4,"2010",2761.43530273438,2282.28881835938,117.929192674,0.728590190411,240.9875,16.2717399597168,0,5.92119395857,1,-25.1001859502019,44.61667,951121.123219,0,-1.03471164400625e-05
"197",1.909929418944e-05,5.01327998047e-05,0.213002553515368,1778.6458150931,4353.45560008103,23.8396551724138,33.7543103448276,28.8027298850575,198.353448275862,0,44.7434626436782,4,"2010",1738.619140625,2069.19921875,283.486930468,0.114666208625,100.032700848,39.8064842224121,0,0.502518909884,1,13.9221856404096,-6.0486,8487007.54401,0,5.661032065168e-06
"198",1.916077075196e-05,4.893742773438e-05,0.226540528352316,1776.96187197034,4367.21758822724,23.8396551724138,33.7543103448276,28.8027298850575,198.353448275862,0,44.7434626436782,4,"2010",1938.86804199219,2086.08129882812,281.385943152,0.11335028708,90.4077513121,41.1137084960938,0,0.624668461219,1,14.0660866705633,-5.9549,8487007.54401,0,5.661032065168e-06
